DY
189
20
life_expectancy_at_birth_years;expected_years_of_schooling_years;mean_years_of_schooling_years;gross_national_income_GNI_per_capita_2017_PPP_$;GNI_rank_minus_HDI_rank;GINI_coefficient_2010-2018;life_expectancy_at_birth_women_years;life_expectancy_at_birth_men_years;expected_years_of_schooling_women_years;expected_years_of_schooling_men_years;population_millions;healthy_life_expectancy_at_birth;health_expenditure_2017_%_GDP;GDP_2017_PPP_$_billions;labour_force_participation_rate_%_aged_15_or_older;%_share_of_seats_in_parliament_women;adolescent_birth_rate_girls_aged_15-19;predicted_population_2030;total_fertility_rate_per_woman_2015-2020;prison_population_per_100_000
Syrian Arab Republic;72.7;8.9;5.1;3613;2;;78.1;67.9;8.9;8.8;17.1;63.9;;;44.1;13.2;38.6;26.7;2.8;;3
Cameroon;59.3;12.1;6.3;3581;1;46.6;60.6;58.0;11.3;12.9;25.9;55.4;4.7;94.5;76.1;29.3;105.8;33.8;4.6;130;3
Pakistan;67.3;8.3;5.2;5005;-15;33.5;68.3;66.3;7.6;8.9;216.6;57.2;2.9;1015.8;52.6;20.0;38.8;263.0;3.6;39;3
Papua New Guinea;64.5;10.2;4.7;4301;-10;41.9;65.8;63.3;;;8.8;56.4;2.5;38.5;47.2;0.0;52.7;10.7;3.6;59;3
Comoros;64.3;11.2;5.1;3099;5;45.3;66.1;62.6;11.1;11.4;0.9;60.3;7.4;2.6;43.3;6.1;65.4;1.1;4.2;27;3
Mauritania;64.9;8.6;4.7;5135;-21;32.6;66.5;63.3;8.7;8.5;4.5;62.2;4.4;23.5;45.9;20.3;71.0;6.0;4.6;46;4
Benin;61.8;12.6;3.8;3254;0;47.8;63.3;60.2;11.4;13.8;11.8;56.6;3.7;38.8;70.9;7.2;86.1;15.7;4.9;70;4
Uganda;63.4;11.4;6.2;2123;15;42.8;65.6;61.0;10.6;12.2;44.3;57.8;6.2;96.6;70.3;34.9;118.8;59.4;5.0;119;4
Rwanda;69.0;11.2;4.4;2155;12;43.7;71.1;66.8;11.2;11.2;12.6;59.8;6.6;28.1;83.7;55.7;39.1;16.2;4.1;509;4
Nigeria;54.7;10.0;6.7;4910;-19;43.0;55.6;53.8;9.4;10.6;201.0;56.0;3.8;1032.0;52.9;4.1;107.3;263.0;5.4;37;4
Côte d'Ivoire;57.8;10.0;5.3;5069;-25;41.5;59.1;56.6;9.0;10.9;25.7;56.2;4.5;134.7;57.0;13.3;117.6;33.7;4.7;66;4
Tanzania (United Republic of);65.5;8.1;6.1;2600;2;40.5;67.2;63.6;8.2;8.0;58.0;58.7;3.6;149.8;83.4;36.9;118.4;79.2;4.9;67;4
Madagascar;67.0;10.2;6.1;1596;16;42.6;68.7;65.4;10.2;10.2;27.0;57.6;5.5;44.4;86.1;16.9;109.6;35.6;4.1;95;4
Lesotho;54.3;11.3;6.5;3151;-6;44.9;57.6;51.2;11.7;10.9;2.1;45.2;8.8;5.9;67.9;23.0;92.7;2.3;3.2;102;4
Djibouti;67.1;6.8;4.1;5689;-34;41.6;69.4;65.1;6.7;6.9;1.0;58.9;3.3;5.4;60.2;26.2;18.8;1.1;2.8;69;4
Togo;61.0;12.7;4.9;1602;12;43.1;61.9;60.2;11.5;13.8;8.1;57.0;6.2;12.9;77.6;16.5;89.1;10.4;4.4;65;4
Senegal;67.9;8.6;3.2;3309;-11;40.3;69.9;65.8;8.9;8.2;16.3;59.9;4.1;55.3;45.7;41.8;72.7;21.6;4.7;79;4
Afghanistan;64.8;10.2;3.9;2229;0;;66.4;63.4;7.7;12.5;38.0;54.1;11.8;83.8;48.9;27.2;69.0;48.1;4.6;83;4
Haiti;64.0;9.7;5.6;1709;7;41.1;66.2;61.8;9.0;10.4;11.3;55.4;8.0;19.5;67.2;2.7;51.7;12.7;3.0;80;4
Sudan;65.3;7.9;3.8;3829;-18;34.2;67.2;63.5;7.7;8.3;42.8;61.4;6.3;169.5;48.4;27.5;64.0;55.3;4.4;52;4
Gambia;62.1;9.9;3.9;2168;-1;35.9;63.5;60.7;10.0;9.8;2.3;58.3;3.3;5.2;59.4;10.3;78.2;3.2;5.3;55;4
Ethiopia;66.6;8.8;2.9;2207;-3;35.0;68.5;64.7;8.3;9.3;112.1;60.2;3.5;248.8;79.6;37.3;66.7;144.9;4.3;116;4
Malawi;64.3;11.2;4.7;1035;13;44.7;67.4;61.1;11.2;11.3;18.6;56.6;9.6;19.7;76.7;22.9;132.7;24.8;4.3;77;4
Congo (Democratic Republic of the);60.7;9.7;6.8;1063;11;42.1;62.2;59.1;8.6;10.8;86.8;56.3;4.0;95.3;63.5;12.0;124.2;120.0;6.0;27;4
Guinea-Bissau;58.3;10.6;3.6;1996;1;50.7;60.2;56.3;;;1.9;53.6;7.2;3.8;72.0;13.7;104.8;2.5;4.5;33;4
Liberia;64.1;9.6;4.8;1258;8;35.3;65.5;62.7;9.2;10.4;4.9;56.9;8.2;7.0;76.3;11.7;136.0;6.4;4.4;50;4
Guinea;61.6;9.4;2.8;2405;-12;33.7;62.1;60.9;8.0;10.8;12.8;53.9;4.1;32.7;61.5;22.8;135.3;17.0;4.7;27;4
Yemen;66.1;8.8;3.2;1594;2;36.7;67.8;64.4;7.4;10.2;29.2;58.6;4.2;;38.0;1.0;60.4;36.4;3.8;54;4
Eritrea;66.3;5.0;3.9;2793;-17;;68.6;64.2;4.6;5.4;3.5;55.9;2.9;;78.4;22.0;52.6;4.2;4.1;;4
Mozambique;60.9;10.0;3.5;1250;3;54.0;63.7;57.8;9.5;10.5;30.4;50.8;4.9;38.9;78.1;41.2;148.6;41.2;4.9;64;4
Burkina Faso;61.6;9.3;1.6;2133;-9;35.3;62.3;60.7;9.1;9.4;20.3;54.2;6.9;44.5;66.4;13.4;104.3;27.4;5.2;41;4
Sierra Leone;54.7;10.2;3.7;1668;-4;35.7;55.5;53.9;9.7;10.6;7.8;54.1;13.4;13.4;57.9;12.3;112.8;9.6;4.3;59;4
Mali;59.3;7.5;2.4;2269;-17;33.0;60.1;58.5;6.8;8.1;19.7;54.3;3.8;45.8;70.8;9.5;169.1;27.0;5.9;31;4
Burundi;61.6;11.1;3.3;754;4;38.6;63.4;59.8;11.0;11.1;11.5;55.5;7.5;8.7;79.2;38.8;55.6;15.8;5.5;98;4
South Sudan;57.9;5.3;4.8;2003;-10;46.3;59.4;56.4;3.5;5.9;11.1;54.6;9.8;;72.4;26.6;62.0;13.8;4.7;61;4
Chad;54.2;7.3;2.5;1555;-5;43.3;55.7;52.8;5.9;8.8;15.9;52.9;4.5;25.2;70.7;14.9;161.1;21.7;5.8;56;4
Central African Republic;53.3;7.6;4.3;993;0;56.2;55.5;51.1;6.2;8.9;4.7;45.7;5.8;4.5;72.0;8.6;129.1;5.9;4.8;17;4
Niger;62.4;6.5;2.1;1201;-4;34.3;63.6;61.3;5.7;7.2;23.3;55.1;7.7;28.4;72.0;17.0;186.5;34.8;7.0;43;4
